classifier,In taxon,Group,ratio,sample,dataset
kraken,2431646,F,0.3896060032413145,S64,strain
kraken,942196,F,0.1872266081496579,S65,strain
kraken,2182892,F,0.3447938605649718,S66,strain
kraken,1666869,F,0.26235473935361225,S67,strain
kraken,2023905,F,0.31534814105698317,S68,strain
kraken,2756799,F,0.47091547552692314,S69,strain
kraken,2180115,F,0.3871989198785609,S7,strain
kraken,2675537,F,0.4348153307703609,S70,strain
kraken,1453980,F,0.23206491778181193,S71,strain
kraken,1130802,F,0.20792993501741328,S72,strain
kraken,1294466,F,0.20059154753664166,S73,strain
kraken,2952902,F,0.46501793205190106,S74,strain
kraken,2528385,F,0.40410923544681077,S75,strain
kraken,1361034,F,0.2120129023997049,S76,strain
kraken,1392536,F,0.22052178936493266,S77,strain
kraken,2614726,F,0.40674366101744486,S78,strain
kraken,1496262,F,0.2370496291203133,S79,strain
kraken,1249126,F,0.21301806429256487,S8,strain
kraken,2604487,F,0.40056145015503475,S80,strain
kraken,864655,F,0.13643671615220546,S81,strain
kraken,1373275,F,0.2195398675223117,S82,strain
kraken,1899845,F,0.3271654176538397,S83,strain
kraken,2992905,F,0.488504119609452,S84,strain
kraken,2694761,F,0.4623608333459157,S85,strain
kraken,1638041,F,0.25935996060613975,S86,strain
kraken,1572151,F,0.25539017254887564,S87,strain
kraken,2270596,F,0.3605076838634501,S88,strain
kraken,1925993,F,0.31442437682608826,S89,strain
kraken,2334790,F,0.37452722712956726,S9,strain
kraken,2124534,F,0.3335217163197123,S90,strain
kraken,2251269,F,0.3432354037565378,S91,strain
kraken,2805510,F,0.4753882606036791,S92,strain
kraken,1652351,F,0.2882364166915535,S93,strain
kraken,2246300,F,0.3864483805915277,S94,strain
kraken,1760533,F,0.2838419794821807,S95,strain
kraken,2984246,F,0.48890094657772154,S96,strain
kraken,2094908,F,0.32164569454876424,S97,strain
kraken,2276065,F,0.3800746701827579,S98,strain
kraken,1328757,F,0.20829377144160477,S99,strain
kraken,1882604,G,0.3067861586383847,S0,strain
kraken,2584960,G,0.49602549821591163,S1,strain
kraken,3040576,G,0.4812510663864543,S10,strain
kraken,2221037,G,0.36273898155827194,S11,strain
kraken,1908447,G,0.2970960988182922,S12,strain
kraken,1771043,G,0.2863759813515713,S13,strain
kraken,2637771,G,0.41796462710848425,S14,strain
kraken,2551028,G,0.4270206172865958,S15,strain
kraken,3134820,G,0.48920747895272687,S16,strain
kraken,2487233,G,0.428174404042056,S17,strain
kraken,1492020,G,0.2490113946220268,S18,strain
kraken,3385794,G,0.5605169121353666,S19,strain
kraken,2475559,G,0.4059068658194557,S2,strain
kraken,2283127,G,0.36348221105886047,S20,strain
kraken,1366195,G,0.2084449343743921,S21,strain
kraken,1695014,G,0.27989719023521903,S22,strain
kraken,3613659,G,0.5957749077277846,S23,strain
kraken,2693253,G,0.42344241912742264,S24,strain
kraken,2353236,G,0.4463555490390851,S25,strain
kraken,2516060,G,0.4232091371970599,S26,strain
kraken,2537240,G,0.4172147882321369,S27,strain
kraken,4217832,G,0.6579929199762626,S28,strain
kraken,1731942,G,0.27799893772599205,S29,strain
kraken,2110762,G,0.3259098015879511,S3,strain
kraken,2716789,G,0.4297733461616219,S30,strain
kraken,2562706,G,0.39909053604646366,S31,strain
kraken,2662323,G,0.4163387992412982,S32,strain
kraken,2690001,G,0.41127979522249003,S33,strain
kraken,2140536,G,0.36871312069540485,S34,strain
kraken,2259149,G,0.36581421976195955,S35,strain
kraken,1906807,G,0.30239749201943467,S36,strain
kraken,3116561,G,0.5007950055493717,S37,strain
kraken,2294510,G,0.3836234223774952,S38,strain
kraken,1856594,G,0.28923081428878994,S39,strain
kraken,2619594,G,0.43697224712775495,S4,strain
kraken,2479936,G,0.3978246770278072,S40,strain
kraken,2401756,G,0.3939303630284546,S41,strain
kraken,3402769,G,0.5508961047560472,S42,strain
kraken,1841738,G,0.2862397326805766,S43,strain
kraken,2599142,G,0.4435242260379035,S44,strain
kraken,949367,G,0.14856736427733644,S45,strain
kraken,4269859,G,0.6624953937982487,S46,strain
kraken,2009210,G,0.3214994742776899,S47,strain
kraken,2722579,G,0.42569636666771427,S48,strain
kraken,1679086,G,0.3386559496321969,S49,strain
kraken,1910425,G,0.3094670672320717,S5,strain
kraken,2206829,G,0.34254281457281044,S50,strain
kraken,2570102,G,0.41948137837742555,S51,strain
kraken,2254662,G,0.36447363975585817,S52,strain
kraken,2606345,G,0.41347788019580967,S53,strain
kraken,2797657,G,0.455398443544424,S54,strain
kraken,2910926,G,0.4654394805365082,S55,strain
kraken,2282930,G,0.3554480269382749,S56,strain
kraken,2324172,G,0.38371504431382664,S57,strain
kraken,2481176,G,0.4187679105098564,S58,strain
kraken,1932735,G,0.3051964088948291,S59,strain
kraken,3056638,G,0.505226498689677,S6,strain
kraken,1759323,G,0.2858385294187414,S60,strain
kraken,1824120,G,0.4014777989019072,S61,strain
kraken,2254980,G,0.3968991254765032,S62,strain
kraken,1599504,G,0.2537884918194471,S63,strain
kraken,1955532,G,0.3133215142049847,S64,strain
kraken,2230885,G,0.443305885104532,S65,strain
kraken,2059495,G,0.3253029613303162,S66,strain
kraken,2890867,G,0.4550043574455815,S67,strain
kraken,2423684,G,0.37763839899083856,S68,strain
kraken,1817830,G,0.31052110758786067,S69,strain
kraken,1803286,G,0.3202722752846206,S7,strain
kraken,1793614,G,0.2914894709676413,S70,strain
kraken,2620392,G,0.41823206236407495,S71,strain
kraken,2469863,G,0.45415417826632193,S72,strain
kraken,3113670,G,0.4824969399106775,S73,strain
kraken,1808494,G,0.2847985270111473,S74,strain
kraken,1980113,G,0.316479472283015,S75,strain
kraken,3551754,G,0.5532688192578301,S76,strain
kraken,3518459,G,0.5571826326121203,S77,strain
kraken,2251486,G,0.3502384794313143,S78,strain
kraken,2500887,G,0.39621024648210873,S79,strain
kraken,3385739,G,0.5773825602700162,S8,strain
kraken,2457493,G,0.3779542611753665,S80,strain
kraken,2670722,G,0.42142188437637035,S81,strain
kraken,2729819,G,0.43640501838298185,S82,strain
kraken,2146662,G,0.3696688781409151,S83,strain
kraken,1732051,G,0.28270661744147274,S84,strain
kraken,2005802,G,0.3441508483486678,S85,strain
kraken,2547485,G,0.403357186569037,S86,strain
kraken,2703912,G,0.4392406023575187,S87,strain
kraken,2441808,G,0.38769140195756685,S88,strain
kraken,2558042,G,0.41760835150748754,S89,strain
kraken,2120220,G,0.34010772596449834,S9,strain
kraken,2459681,G,0.3861350435996723,S90,strain
kraken,2442835,G,0.3724421459788244,S91,strain
kraken,1678661,G,0.2844458700675572,S92,strain
kraken,2209470,G,0.3854203589839487,S93,strain
kraken,2019767,G,0.3474761547087246,S94,strain
kraken,2353937,G,0.37951355507471085,S95,strain
kraken,1669295,G,0.27347608260761935,S96,strain
kraken,2785758,G,0.42771666667690245,S97,strain
kraken,2106094,G,0.3516916179563788,S98,strain
kraken,3502775,G,0.5490892731036353,S99,strain
kraken,0,K,0.0,S0,strain
kraken,0,K,0.0,S1,strain
kraken,0,K,0.0,S10,strain
kraken,0,K,0.0,S11,strain
kraken,0,K,0.0,S12,strain
kraken,0,K,0.0,S13,strain
kraken,0,K,0.0,S14,strain
kraken,0,K,0.0,S15,strain
kraken,0,K,0.0,S16,strain
kraken,0,K,0.0,S17,strain
kraken,0,K,0.0,S18,strain
kraken,0,K,0.0,S19,strain
kraken,0,K,0.0,S2,strain
kraken,0,K,0.0,S20,strain
kraken,0,K,0.0,S21,strain
kraken,0,K,0.0,S22,strain
kraken,0,K,0.0,S23,strain
kraken,0,K,0.0,S24,strain
kraken,0,K,0.0,S25,strain
kraken,0,K,0.0,S26,strain
kraken,0,K,0.0,S27,strain
kraken,0,K,0.0,S28,strain
kraken,0,K,0.0,S29,strain
kraken,0,K,0.0,S3,strain
kraken,0,K,0.0,S30,strain
kraken,0,K,0.0,S31,strain
kraken,0,K,0.0,S32,strain
kraken,0,K,0.0,S33,strain
kraken,0,K,0.0,S34,strain
kraken,0,K,0.0,S35,strain
kraken,0,K,0.0,S36,strain
kraken,0,K,0.0,S37,strain
kraken,0,K,0.0,S38,strain
kraken,0,K,0.0,S39,strain
kraken,0,K,0.0,S4,strain
kraken,0,K,0.0,S40,strain
kraken,0,K,0.0,S41,strain
kraken,0,K,0.0,S42,strain
kraken,0,K,0.0,S43,strain
kraken,0,K,0.0,S44,strain
kraken,0,K,0.0,S45,strain
kraken,0,K,0.0,S46,strain
kraken,0,K,0.0,S47,strain
kraken,0,K,0.0,S48,strain
kraken,0,K,0.0,S49,strain
kraken,0,K,0.0,S5,strain
kraken,0,K,0.0,S50,strain
kraken,0,K,0.0,S51,strain
kraken,0,K,0.0,S52,strain
kraken,0,K,0.0,S53,strain
kraken,0,K,0.0,S54,strain
kraken,0,K,0.0,S55,strain
kraken,0,K,0.0,S56,strain
kraken,0,K,0.0,S57,strain
kraken,0,K,0.0,S58,strain
kraken,0,K,0.0,S59,strain
kraken,0,K,0.0,S6,strain
kraken,0,K,0.0,S60,strain
kraken,0,K,0.0,S61,strain
kraken,0,K,0.0,S62,strain
kraken,0,K,0.0,S63,strain
kraken,0,K,0.0,S64,strain
kraken,0,K,0.0,S65,strain
kraken,0,K,0.0,S66,strain
kraken,0,K,0.0,S67,strain
kraken,0,K,0.0,S68,strain
kraken,0,K,0.0,S69,strain
kraken,0,K,0.0,S7,strain
kraken,0,K,0.0,S70,strain
kraken,0,K,0.0,S71,strain
kraken,0,K,0.0,S72,strain
kraken,0,K,0.0,S73,strain
kraken,0,K,0.0,S74,strain
kraken,0,K,0.0,S75,strain
kraken,0,K,0.0,S76,strain
kraken,0,K,0.0,S77,strain
kraken,0,K,0.0,S78,strain
kraken,0,K,0.0,S79,strain
kraken,0,K,0.0,S8,strain
kraken,0,K,0.0,S80,strain
kraken,0,K,0.0,S81,strain
kraken,0,K,0.0,S82,strain
kraken,0,K,0.0,S83,strain
kraken,0,K,0.0,S84,strain
kraken,0,K,0.0,S85,strain
kraken,0,K,0.0,S86,strain
kraken,0,K,0.0,S87,strain
kraken,0,K,0.0,S88,strain
kraken,0,K,0.0,S89,strain
kraken,0,K,0.0,S9,strain
kraken,0,K,0.0,S90,strain
kraken,0,K,0.0,S91,strain
kraken,0,K,0.0,S92,strain
kraken,0,K,0.0,S93,strain
kraken,0,K,0.0,S94,strain
kraken,0,K,0.0,S95,strain
kraken,0,K,0.0,S96,strain
kraken,0,K,0.0,S97,strain
kraken,0,K,0.0,S98,strain
kraken,0,K,0.0,S99,strain
kraken,113306,O,0.0184641658525536,S0,strain
kraken,97101,O,0.018632617875039937,S1,strain
kraken,138769,O,0.02196384146667667,S10,strain
kraken,116250,O,0.018985909107389527,S11,strain
kraken,101666,O,0.015826780614007354,S12,strain
kraken,96353,O,0.015580189149087823,S13,strain
kraken,93050,O,0.01474411863366625,S14,strain
kraken,95892,O,0.016051513755570793,S15,strain
kraken,129221,O,0.02016571274833972,S16,strain
kraken,97634,O,0.016807584880162853,S17,strain
kraken,110666,O,0.01846965523065456,S18,strain
kraken,211851,O,0.03507185267408163,S19,strain
kraken,81445,O,0.013354189775588289,S2,strain
kraken,85214,O,0.013566382042334804,S20,strain
kraken,142282,O,0.02170843997574084,S21,strain
kraken,112318,O,0.0185470400910195,S22,strain
kraken,99404,O,0.016388488489858258,S23,strain
kraken,144593,O,0.02273340444024064,S24,strain
kraken,77831,O,0.014762777187354364,S25,strain
kraken,85209,O,0.014332419485792976,S26,strain
kraken,112726,O,0.018536265476760523,S27,strain
kraken,133864,O,0.020883137175615914,S28,strain
kraken,106605,O,0.017111471836978018,S29,strain
kraken,122711,O,0.01894705213693399,S3,strain
kraken,140314,O,0.022196503774611062,S30,strain
kraken,103662,O,0.016143296635528426,S31,strain
kraken,91306,O,0.014278594446851854,S32,strain
kraken,128599,O,0.01966176606842042,S33,strain
kraken,63575,O,0.010950965855379384,S34,strain
kraken,86168,O,0.013952811296841656,S35,strain
kraken,96095,O,0.01523955334525601,S36,strain
kraken,118041,O,0.018967812037066944,S37,strain
kraken,79888,O,0.01335662427572481,S38,strain
kraken,119567,O,0.018626829975787785,S39,strain
kraken,94955,O,0.015839362789048978,S4,strain
kraken,99534,O,0.015966977132992853,S40,strain
kraken,133225,O,0.0218512507575565,S41,strain
kraken,82894,O,0.013420241487931675,S42,strain
kraken,97244,O,0.01511349419124218,S43,strain
kraken,105309,O,0.017970196595578684,S44,strain
kraken,141196,O,0.02209589923233354,S45,strain
kraken,202025,O,0.031345445348919296,S46,strain
kraken,114841,O,0.01837603890361096,S47,strain
kraken,89621,O,0.014012939230460243,S48,strain
kraken,70097,O,0.014137909613544577,S49,strain
kraken,104507,O,0.016928942405601954,S5,strain
kraken,123967,O,0.01924209129667391,S50,strain
kraken,79814,O,0.013026909723355665,S51,strain
kraken,123409,O,0.01994947686554823,S52,strain
kraken,85002,O,0.013484955664888651,S53,strain
kraken,99570,O,0.01620785643977024,S54,strain
kraken,98390,O,0.015731966559777554,S55,strain
kraken,109317,O,0.017020457027071084,S56,strain
kraken,55657,O,0.009188832935503332,S57,strain
kraken,81849,O,0.013814310112350448,S58,strain
kraken,116652,O,0.01842041019094682,S59,strain
kraken,90843,O,0.015015285035541117,S6,strain
kraken,106488,O,0.017301185354106626,S60,strain
kraken,89418,O,0.019680361940119476,S61,strain
kraken,98018,O,0.017252152338803842,S62,strain
kraken,128763,O,0.02043043816842438,S63,strain
kraken,101388,O,0.01624470562599589,S64,strain
kraken,71276,O,0.01416346887746819,S65,strain
kraken,89763,O,0.014178315420961535,S66,strain
kraken,127708,O,0.02010043923869909,S67,strain
kraken,101572,O,0.015826109122434054,S68,strain
kraken,115848,O,0.01978911629351396,S69,strain
kraken,111792,O,0.019854797407964298,S7,strain
kraken,103443,O,0.016811055971522142,S70,strain
kraken,99808,O,0.015930023324919933,S71,strain
kraken,87040,O,0.016004766125206404,S72,strain
kraken,121044,O,0.018757080742194274,S73,strain
kraken,106142,O,0.016715059742535607,S74,strain
kraken,113795,O,0.018187740572606557,S75,strain
kraken,85800,O,0.013365358268709437,S76,strain
kraken,166871,O,0.026425666204044764,S77,strain
kraken,133940,O,0.020835546805545422,S78,strain
kraken,93956,O,0.01488525068044778,S79,strain
kraken,138618,O,0.023639038844845722,S8,strain
kraken,117665,O,0.0180964861919035,S80,strain
kraken,126195,O,0.01991271824580621,S81,strain
kraken,103747,O,0.016585609317753013,S82,strain
kraken,106913,O,0.018411100009540233,S83,strain
kraken,146898,O,0.02397679784770625,S84,strain
kraken,130124,O,0.022326373685200258,S85,strain
kraken,110522,O,0.01749955072315759,S86,strain
kraken,105464,O,0.017132240578477908,S87,strain
kraken,113833,O,0.018073523945795783,S88,strain
kraken,135325,O,0.02209222920020498,S89,strain
kraken,107044,O,0.01717109140473336,S9,strain
kraken,115945,O,0.018201721129757886,S90,strain
kraken,130357,O,0.019874629610007067,S91,strain
kraken,122261,O,0.020716890736324736,S92,strain
kraken,91190,O,0.015907200611796624,S93,strain
kraken,123654,O,0.02127315498983429,S94,strain
kraken,103548,O,0.016694529038320124,S95,strain
kraken,112617,O,0.01844973835962024,S96,strain
kraken,128960,O,0.019800119513128326,S97,strain
kraken,122678,O,0.020485706861921946,S98,strain
kraken,174388,O,0.027336777314556818,S99,strain
kraken,19673,P,0.0032058808431794164,S0,strain
kraken,11791,P,0.0022625636951689055,S1,strain
kraken,18416,P,0.002914816021231814,S10,strain
kraken,20761,P,0.003390679217019475,S11,strain
kraken,21315,P,0.0033181971237932714,S12,strain
kraken,17363,P,0.0028075807104668447,S13,strain
kraken,21865,P,0.0034645905849018006,S14,strain
kraken,15055,P,0.0025200802943949265,S15,strain
kraken,17261,P,0.002693682665736157,S16,strain
kraken,14930,P,0.002570182951234523,S17,strain
kraken,14729,P,0.0024582035303734756,S18,strain
kraken,12650,P,0.002094202700610961,S19,strain
kraken,13662,P,0.0022400999535157123,S2,strain
kraken,18540,P,0.0029516361520980977,S20,strain
kraken,17901,P,0.002731215361083881,S21,strain
kraken,19457,P,0.0032129289966965797,S22,strain
kraken,13191,P,0.00217476712878476,S23,strain
kraken,18569,P,0.0029194814897735605,S24,strain
kraken,14114,P,0.0026771060017514807,S25,strain
kraken,11745,P,0.0019755456214794035,S26,strain
kraken,16052,P,0.002639534210678636,S27,strain
kraken,11813,P,0.0018428591664342228,S28,strain
kraken,18295,P,0.002936582498546155,S29,strain
kraken,19220,P,0.002967642200551469,S3,strain
kraken,20287,P,0.003209234089795278,S30,strain
kraken,24358,P,0.003793274482917573,S31,strain
kraken,16346,P,0.0025562165118200382,S32,strain
kraken,23570,P,0.0036036658623525013,S33,strain
kraken,27322,P,0.004706288464029501,S34,strain
kraken,16843,P,0.0027273140919216415,S35,strain
kraken,16667,P,0.0026431930444391688,S36,strain
kraken,14735,P,0.002367742651842846,S37,strain
kraken,20894,P,0.0034933069749773955,S38,strain
kraken,21831,P,0.003400957832858758,S39,strain
kraken,15043,P,0.002509310035655456,S4,strain
kraken,15145,P,0.002429520251162183,S40,strain
kraken,17579,P,0.0028832661817758355,S41,strain
kraken,11873,P,0.0019221961443073416,S42,strain
kraken,21482,P,0.0033386952636282395,S43,strain
kraken,15995,P,0.0027294276324557358,S44,strain
kraken,22105,P,0.0034592329282042895,S45,strain
kraken,14708,P,0.002282038412037644,S46,strain
kraken,15012,P,0.002402113322080161,S47,strain
kraken,22289,P,0.0034850582174683208,S48,strain
kraken,14187,P,0.0028613852759370143,S49,strain
kraken,19931,P,0.0032285947456730415,S5,strain
kraken,17346,P,0.0026924368229618014,S50,strain
kraken,13009,P,0.002123274971698372,S51,strain
kraken,21436,P,0.0034652009666223038,S52,strain
kraken,12426,P,0.001971295488246234,S53,strain
kraken,14392,P,0.002342708344693917,S54,strain
kraken,16534,P,0.0026436867069759337,S55,strain
kraken,14267,P,0.0022213458145139654,S56,strain
kraken,14751,P,0.002435353587717801,S57,strain
kraken,20016,P,0.0033782603478210676,S58,strain
kraken,18261,P,0.0028835777397462526,S59,strain
kraken,15474,P,0.0025576711539685307,S6,strain
kraken,16404,P,0.0026651702027342527,S60,strain
kraken,13029,P,0.0028676042376011165,S61,strain
kraken,12091,P,0.0021281374230088072,S62,strain
kraken,13467,P,0.002136768410289999,S63,strain
kraken,19197,P,0.003075803979783042,S64,strain
kraken,16061,P,0.003191529738495659,S65,strain
kraken,17610,P,0.0027815484616504865,S66,strain
kraken,16510,P,0.0025985705815682806,S67,strain
kraken,14612,P,0.0022767210106821407,S68,strain
kraken,19151,P,0.0032713673618628364,S69,strain
kraken,15941,P,0.002831198345859801,S7,strain
kraken,16848,P,0.0027380554605744714,S70,strain
kraken,14136,P,0.002256200001213011,S71,strain
kraken,15288,P,0.002811131255999029,S72,strain
kraken,16384,P,0.0025388785142601944,S73,strain
kraken,21400,P,0.003370035221592414,S74,strain
kraken,17149,P,0.0027409074483029116,S75,strain
kraken,12680,P,0.001975206793091325,S76,strain
kraken,14408,P,0.0022816486907124484,S77,strain
kraken,16401,P,0.0025513200176030346,S78,strain
kraken,19725,P,0.0031249900982569766,S79,strain
kraken,19437,P,0.0033146633051065973,S8,strain
kraken,16871,P,0.0025947037652964255,S80,strain
kraken,35349,P,0.005577833331518711,S81,strain
kraken,18085,P,0.002891175113608714,S82,strain
kraken,16659,P,0.002868785976064003,S83,strain
kraken,19509,P,0.0031842730956915767,S84,strain
kraken,16529,P,0.002836007428627118,S85,strain
kraken,20395,P,0.0032292515245724747,S86,strain
kraken,14883,P,0.0024176888467106,S87,strain
kraken,18835,P,0.0029904757277684287,S88,strain
kraken,18607,P,0.0030376509050671647,S89,strain
kraken,17861,P,0.002865110268487188,S9,strain
kraken,13625,P,0.0021389318245112012,S90,strain
kraken,21868,P,0.00333406261506198,S91,strain
kraken,20017,P,0.003391842058129839,S92,strain
kraken,16820,P,0.0029340839378267265,S93,strain
kraken,16472,P,0.002833805691627852,S94,strain
kraken,18527,P,0.00298701606494531,S95,strain
kraken,19955,P,0.0032691736502146384,S96,strain
kraken,19588,P,0.003007480932251533,S97,strain
kraken,16282,P,0.0027188923778168304,S98,strain
kraken,17504,P,0.0027438983766887776,S99,strain
kraken,100936,R,0.01644837029365921,S0,strain
kraken,63388,R,0.01216346259938653,S1,strain
kraken,69971,R,0.011074749773110949,S10,strain
kraken,102476,R,0.01673634427259225,S11,strain
kraken,100972,R,0.015718742668714716,S12,strain
kraken,89103,R,0.014407870992612294,S13,strain
kraken,77573,R,0.012291730411277721,S14,strain
kraken,66121,R,0.011068098913695578,S15,strain
kraken,76136,R,0.011881479835379644,S16,strain
kraken,83357,R,0.01434981515512767,S17,strain
kraken,86752,R,0.0144785167130803,S18,strain
kraken,79631,R,0.013182881838130548,S19,strain
kraken,108714,R,0.01782537156686482,S2,strain
kraken,81025,R,0.012899477843783622,S20,strain
kraken,87032,R,0.01327876293535849,S21,strain
kraken,90919,R,0.015013429174623855,S22,strain
kraken,104612,R,0.017247118404702548,S23,strain
kraken,82278,R,0.012936027681382358,S24,strain
kraken,63924,R,0.012124934395349415,S25,strain
kraken,89567,R,0.015065448674248255,S26,strain
kraken,76486,R,0.012577087816967739,S27,strain
kraken,87481,R,0.013647266802576165,S28,strain
kraken,124156,R,0.019928632778873814,S29,strain
kraken,85012,R,0.013126180996528692,S3,strain
kraken,82784,R,0.01309573790553617,S30,strain
kraken,70400,R,0.010963401083725968,S31,strain
kraken,115447,R,0.018053806903223293,S32,strain
kraken,79506,R,0.012155836149859905,S33,strain
kraken,51449,R,0.008862229528799274,S34,strain
kraken,80408,R,0.013020119426660058,S35,strain
kraken,81298,R,0.012892920629196348,S36,strain
kraken,88344,R,0.01419585048078754,S37,strain
kraken,83481,R,0.013957344672063174,S38,strain
kraken,97437,R,0.01517929221566849,S39,strain
kraken,74899,R,0.012493838487041014,S4,strain
kraken,89325,R,0.014329276753718192,S40,strain
kraken,88093,R,0.01444880640259279,S41,strain
kraken,116298,R,0.018828229359947376,S42,strain
kraken,75986,R,0.011809612619963477,S43,strain
kraken,66679,R,0.01137827477990097,S44,strain
kraken,100737,R,0.015764431010563924,S45,strain
kraken,49311,R,0.007650910806091125,S46,strain
kraken,90000,R,0.014401159005276745,S47,strain
kraken,73154,R,0.011438195919093612,S48,strain
kraken,62033,R,0.01251147619808281,S49,strain
kraken,93427,R,0.015134108740353983,S5,strain
kraken,93552,R,0.014521091298381325,S50,strain
kraken,97790,R,0.015960877814004442,S51,strain
kraken,81596,R,0.013190265817900424,S52,strain
kraken,87145,R,0.013824927194850962,S53,strain
kraken,68666,R,0.011177349304943893,S54,strain
kraken,63204,R,0.010105937742089446,S55,strain
kraken,97238,R,0.015139778812063432,S56,strain
kraken,69512,R,0.011476259141037202,S57,strain
kraken,59568,R,0.010053767605865575,S58,strain
kraken,83982,R,0.013261520493914342,S59,strain
kraken,77755,R,0.012851991765336895,S6,strain
kraken,84973,R,0.013805627141973767,S60,strain
kraken,70765,R,0.015574949257336943,S61,strain
kraken,74907,R,0.013184384248227666,S62,strain
kraken,57648,R,0.00914683487906719,S63,strain
kraken,99364,R,0.015920413952553118,S64,strain
kraken,58950,R,0.011714132251062766,S65,strain
kraken,68750,R,0.010859253647840485,S66,strain
kraken,79852,R,0.012568204608079368,S67,strain
kraken,103521,R,0.01612978618579427,S68,strain
kraken,94222,R,0.016094970266275398,S69,strain
kraken,83367,R,0.014806380559519104,S7,strain
kraken,106356,R,0.017284462640364345,S70,strain
kraken,59505,R,0.009497395378620557,S71,strain
kraken,53221,R,0.00978618632754607,S72,strain
kraken,75797,R,0.01174556730623657,S73,strain
kraken,98204,R,0.015464997144918759,S74,strain
kraken,97696,R,0.015614653569852543,S75,strain
kraken,115814,R,0.01804074128825542,S76,strain
kraken,60669,R,0.00960753362137934,S77,strain
kraken,88102,R,0.013705042143214595,S78,strain
kraken,84257,R,0.013348658591069103,S79,strain
kraken,59269,R,0.010107361188988162,S8,strain
kraken,115323,R,0.017736294370534034,S80,strain
kraken,43642,R,0.006886412692131025,S81,strain
kraken,78793,R,0.012596315218499939,S82,strain
kraken,70938,R,0.012215975723034291,S83,strain
kraken,91848,R,0.014991497016406783,S84,strain
kraken,90769,R,0.015573934193783947,S85,strain
kraken,70533,R,0.011167874370319703,S86,strain
kraken,92370,R,0.015005168230239743,S87,strain
kraken,84201,R,0.013368784006043508,S88,strain
kraken,74718,R,0.012197947026646339,S89,strain
kraken,86603,R,0.013892119398790433,S9,strain
kraken,94629,R,0.014855411348379482,S90,strain
kraken,87560,R,0.013349667211213964,S91,strain
kraken,96325,R,0.016322085539759043,S92,strain
kraken,69369,R,0.012100741301016777,S93,strain
kraken,91054,R,0.01566472458993944,S94,strain
kraken,73731,R,0.0118872824248115,S95,strain
kraken,107356,R,0.017587842966296303,S96,strain
kraken,89491,R,0.013740171334905142,S97,strain
kraken,84363,R,0.014087576321690288,S98,strain
kraken,85333,R,0.01337666134472026,S99,strain
kraken,1142652,S,0.1862047556153432,S0,strain
kraken,1100654,S,0.21120344172185876,S1,strain
kraken,1429172,S,0.22620403142354006,S10,strain
kraken,923380,S,0.1508060967877965,S11,strain
kraken,1604041,S,0.24970791614574164,S12,strain
kraken,1417759,S,0.22925029202849526,S13,strain
kraken,1437144,S,0.227720812785187,S14,strain
kraken,1489495,S,0.24932892714046967,S15,strain
kraken,1451443,S,0.22650639299021405,S16,strain
kraken,1182416,S,0.20355160378211115,S17,strain
kraken,1173768,S,0.19589657420323264,S18,strain
kraken,1124666,S,0.18618802960358316,S19,strain
kraken,1468838,S,0.24083911107613176,S2,strain
kraken,1913921,S,0.30470325867636155,S20,strain
kraken,1078913,S,0.16461336008452562,S21,strain
kraken,1275827,S,0.21067695755092808,S22,strain
kraken,1148744,S,0.18939054587133047,S23,strain
kraken,1051449,S,0.1653123966256083,S24,strain
kraken,1670226,S,0.31680402783628797,S25,strain
kraken,1384973,S,0.2329567770129582,S26,strain
kraken,1543202,S,0.25375868882305586,S27,strain
kraken,717327,S,0.1119049045357455,S28,strain
kraken,1329621,S,0.2134212494287749,S29,strain
kraken,1466672,S,0.22645981902014692,S3,strain
kraken,1061551,S,0.16792850876207754,S30,strain
kraken,1820711,S,0.2835395589567016,S31,strain
kraken,1337959,S,0.2092324047435597,S32,strain
kraken,1549657,S,0.23693025155942257,S33,strain
kraken,2159737,S,0.37202054492488407,S34,strain
kraken,1947515,S,0.31535267492304075,S35,strain
kraken,1482177,S,0.23505609509976083,S36,strain
kraken,1279673,S,0.20562852680771568,S37,strain
kraken,1868243,S,0.3123550446469175,S38,strain
kraken,1569222,S,0.2444623632629878,S39,strain
kraken,1516619,S,0.25298592547801246,S4,strain
kraken,1441726,S,0.2312778153599901,S40,strain
kraken,1151547,S,0.18887402706783196,S41,strain
kraken,1048856,S,0.1698060270473866,S42,strain
kraken,1846966,S,0.28705225939309165,S43,strain
kraken,1260125,S,0.2150309468801678,S44,strain
kraken,872627,S,0.13655824711332842,S45,strain
kraken,624028,S,0.09682185655337415,S46,strain
kraken,1450302,S,0.2320669967518986,S47,strain
kraken,1938396,S,0.30308326566951066,S48,strain
kraken,1400704,S,0.2825089026253669,S49,strain
kraken,1428235,S,0.23135778518821618,S5,strain
kraken,1331357,S,0.2066525199647155,S50,strain
kraken,1603381,S,0.2616971902065268,S51,strain
kraken,1494441,S,0.24158137701810048,S52,strain
kraken,1811118,S,0.28732083873181574,S53,strain
kraken,1549629,S,0.2522463027709623,S54,strain
kraken,1689922,S,0.2702083178436061,S55,strain
kraken,1452734,S,0.2261880276513725,S56,strain
kraken,2497026,S,0.41225281185849294,S57,strain
kraken,1835836,S,0.3098487192197461,S58,strain
kraken,1410723,S,0.22276597337210738,S59,strain
kraken,1655307,S,0.27360287998333893,S6,strain
kraken,1212597,S,0.197011545496522,S60,strain
